File,Line,Index,Context
wiki\City_of_Mandaluyong_Science_High_School.html,19,85,ndaluyong_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,25,78,ndaluyong_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,29,98,ndaluyong_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,29,147,ndaluyong_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,37,76,luyong Science High S
wiki\City_of_Mandaluyong_Science_High_School.html,50,237,ndaluyong_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,50,367,ndaluyong_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,50,420,ndaluyong Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,57,324,ndaluyong_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,75,136,ndaluyong Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,78,82,ndaluyong_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,78,153,ndaluyong Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,78,209,ndaluyong Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,78,307,ndaluyong_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,78,362,ndaluyong_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,78,492,ndaluyong_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,78,547,ndaluyong_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,78,643,ndaluyong_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,88,135,ndaluyong Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,88,213,ndaluyong Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,90,94,ndaluyong Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,90,227,ndaluyong Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,91,166,ndaluyong Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,106,144,ndaluyong_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,106,1009,ndaluyong_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,113,159,ering_and_Science_Edu
wiki\City_of_Mandaluyong_Science_High_School.html,113,185,n_Program#Science.2C_
wiki\City_of_Mandaluyong_Science_High_School.html,113,292,ering and Science Edu
wiki\City_of_Mandaluyong_Science_High_School.html,113,327,""">Special Science</a>"
wiki\City_of_Mandaluyong_Science_High_School.html,155,3,<i>Science Gaz
wiki\City_of_Mandaluyong_Science_High_School.html,158,30,ndaluyong Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,158,199, a public science <a 
wiki\City_of_Mandaluyong_Science_High_School.html,175,179,ndaluyong_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,176,27,ndaluyong Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,176,851,rvisor in science and
wiki\City_of_Mandaluyong_Science_High_School.html,177,88,e Special Science and
wiki\City_of_Mandaluyong_Science_High_School.html,179,256,ng that a science hig
wiki\City_of_Mandaluyong_Science_High_School.html,183,179,ndaluyong_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,189,384,ndaluyong_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,192,235,ndaluyong_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,203,185,ndaluyong_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,206,536,ndaluyong+Science+Hig
wiki\City_of_Mandaluyong_Science_High_School.html,209,60,"dby=""20px_Science_hig"
wiki\City_of_Mandaluyong_Science_High_School.html,215,55,hilippine_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,215,104,hilippine Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,216,60,hilippine_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,216,114,hilippine Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,217,108,hilippine_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,220,14," id=""20px_Science_hig"
wiki\City_of_Mandaluyong_Science_High_School.html,220,645,"8"" /></a> Science hig"
wiki\City_of_Mandaluyong_Science_High_School.html,227,63,hilippine_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,227,109,hilippine Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,227,148,hilippine Science<br 
wiki\City_of_Mandaluyong_Science_High_School.html,232,30,hilippine_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,232,81,hilippine Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,233,30,hilippine_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,233,90,hilippine Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,234,30,hilippine_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,234,91,hilippine Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,235,30,hilippine_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,235,109,hilippine Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,236,30,hilippine_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,236,90,hilippine Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,237,30,hilippine_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,237,94,hilippine Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,238,30,hilippine_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,238,89,hilippine Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,239,30,hilippine_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,239,92,hilippine Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,240,30,hilippine_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,240,92,hilippine Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,241,30,hilippine_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,241,92,hilippine Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,242,30,hilippine_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,242,93,hilippine Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,243,30,hilippine_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,243,94,hilippine Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,244,30,hilippine_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,244,96,hilippine Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,245,30,hilippine_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,245,90,hilippine Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,254,61,/Regional_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,254,104,"""Regional Science Hig"
wiki\City_of_Mandaluyong_Science_High_School.html,254,140,>Regional Science<br 
wiki\City_of_Mandaluyong_Science_High_School.html,260,28,/Regional_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,260,78,"""Regional Science Hig"
wiki\City_of_Mandaluyong_Science_High_School.html,261,28,/Regional_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,261,78,"""Regional Science Hig"
wiki\City_of_Mandaluyong_Science_High_School.html,262,39,_Regional_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,262,87, Regional Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,263,28,/Regional_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,263,69,"""Regional Science Hig"
wiki\City_of_Mandaluyong_Science_High_School.html,264,35,_National_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,264,79, National Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,265,37,_Regional_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,265,83, Regional Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,266,34,_Regional_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,266,77, Regional Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,267,31,ezon_City_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,267,71,ezon City Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,269,28,/Regional_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,269,79,"""Regional Science Hig"
wiki\City_of_Mandaluyong_Science_High_School.html,270,29,Dumaguete_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,270,67,Dumaguete Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,271,44,_Regional_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,271,97, Regional Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,273,28,/Regional_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,273,79,"""Regional Science Hig"
wiki\City_of_Mandaluyong_Science_High_School.html,274,33,_Regional_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,274,79, Regional Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,275,43,_Regional_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,275,95, Regional Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,276,35,_National_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,276,79, National Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,277,35,_Regional_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,277,79, Regional Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,278,33,_Regional_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,278,75, Regional Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,287,68,ering_and_Science_Edu
wiki\City_of_Mandaluyong_Science_High_School.html,287,118,ering and Science Edu
wiki\City_of_Mandaluyong_Science_High_School.html,287,161,ering and Science<br 
wiki\City_of_Mandaluyong_Science_High_School.html,292,15,CR Public Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,293,33,ocan_City_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,293,75,ocan City Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,294,48,_National_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,294,100, National Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,295,26,ki/Makati_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,295,61,"e=""Makati Science Hig"
wiki\City_of_Mandaluyong_Science_High_School.html,297,32,a_Soliman_Science_and
wiki\City_of_Mandaluyong_Science_High_School.html,297,88,a Soliman Science and
wiki\City_of_Mandaluyong_Science_High_School.html,298,26,ki/Manila_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,298,61,"e=""Manila Science Hig"
wiki\City_of_Mandaluyong_Science_High_School.html,298,90,""">Manila (Science)</a"
wiki\City_of_Mandaluyong_Science_High_School.html,299,28,/Marikina_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,299,65,"""Marikina Science Hig"
wiki\City_of_Mandaluyong_Science_High_School.html,300,30,untinlupa_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,300,69,untinlupa Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,301,34,C3%B1aque_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,301,72,Parañaque Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,302,43,asay_City_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,302,124,asay City Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,303,30,asig_City_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,303,69,asig City Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,304,43,Roces_Sr._Science-Tec
wiki\City_of_Mandaluyong_Science_High_School.html,304,106,Roces Sr. Science-Tec
wiki\City_of_Mandaluyong_Science_High_School.html,305,31,ezon_City_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,305,71,ezon City Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,305,105,zon City (Science)</a
wiki\City_of_Mandaluyong_Science_High_School.html,306,41,_Cayetano_Science_and
wiki\City_of_Mandaluyong_Science_High_School.html,306,106, Cayetano Science and
wiki\City_of_Mandaluyong_Science_High_School.html,307,26,ki/Taguig_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,307,61,"e=""Taguig Science Hig"
wiki\City_of_Mandaluyong_Science_High_School.html,307,90,""">Taguig (Science)</a"
wiki\City_of_Mandaluyong_Science_High_School.html,308,61,"atics_and_Science"" ti"
wiki\City_of_Mandaluyong_Science_High_School.html,308,119,"atics and Science"">Va"
wiki\City_of_Mandaluyong_Science_High_School.html,311,22,al Public Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,312,56,_National_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,312,150, National Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,313,32,eles_City_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,313,73,eles City Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,314,35,_National_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,314,79, National Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,317,38,_National_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,317,85, National Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,318,54,_National_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,318,146, National Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,319,36,_National_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,319,81, National Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,320,39,rovincial_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,320,107,rovincial Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,322,48,tuan_City_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,322,134,tuan City Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,323,45,amba_City_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,323,128,amba City Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,325,38,_National_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,325,85, National Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,328,41,_National_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,328,91, National Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,329,50,rovincial_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,329,138,rovincial Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,330,29,Kabasalan_Science_and
wiki\City_of_Mandaluyong_Science_High_School.html,330,82,Kabasalan Science and
wiki\City_of_Mandaluyong_Science_High_School.html,332,38,_National_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,332,85, National Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,333,54,_National_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,333,146, National Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,335,37,_National_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,335,83, National Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,336,31,nglanilla_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,336,71,nglanilla Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,337,38,ccidental_Science_and
wiki\City_of_Mandaluyong_Science_High_School.html,337,100,ccidental Science and
wiki\City_of_Mandaluyong_Science_High_School.html,338,50,niversity_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,338,109,niversity Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,339,29,Naga_City_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,339,67,Naga City Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,341,46,_National_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,341,101, National Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,342,85,3_Special_Science_Cur
wiki\City_of_Mandaluyong_Science_High_School.html,342,199,– Special Science Cur
wiki\City_of_Mandaluyong_Science_High_School.html,343,49,_National_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,343,107, National Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,345,34,_National_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,345,77, National Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,346,34,ablo_City_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,346,77,ablo City Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,348,30,anta_Rosa_Science_and
wiki\City_of_Mandaluyong_Science_High_School.html,348,84,anta Rosa Science and
wiki\City_of_Mandaluyong_Science_High_School.html,349,39,le=Siaton_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,349,116,"e=""Siaton Science Hig"
wiki\City_of_Mandaluyong_Science_High_School.html,350,39,rovincial_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,350,87,rovincial Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,351,42,_National_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,351,93, National Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,352,35,aran_City_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,352,79,aran City Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,354,32,isay_City_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,354,73,isay City Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,355,35,_National_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,355,79, National Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,356,26,ki/Tanjay_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,356,61,"e=""Tanjay Science Hig"
wiki\City_of_Mandaluyong_Science_High_School.html,357,26,ki/Toledo_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,357,61,"e=""Toledo Science Hig"
wiki\City_of_Mandaluyong_Science_High_School.html,359,33,_National_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,359,75, National Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,362,12,t>Private Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,363,28,/Batangas_Science_Sch
wiki\City_of_Mandaluyong_Science_High_School.html,363,60,"""Batangas Science Sch"
wiki\City_of_Mandaluyong_Science_High_School.html,364,57,o_College_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,364,152,o College Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,365,46,a_College-Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,365,130,a College-Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,366,42,"School_of_Science"" ti"
wiki\City_of_Mandaluyong_Science_High_School.html,366,81,"School of Science"">Ma"
wiki\City_of_Mandaluyong_Science_High_School.html,367,70,ity-Union_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,367,178,ity-Union Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,368,29,Roosevelt_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,368,87,Roosevelt Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,369,36,title=SLC-Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,369,110,"itle=""SLC-Science Hig"
wiki\City_of_Mandaluyong_Science_High_School.html,370,40,of_Baguio_Science_Hig
wiki\City_of_Mandaluyong_Science_High_School.html,370,89,of Baguio Science Hig
wiki\City_of_Mandaluyong_Science_High_School.html,413,104,ong_Science_High_Scho
wiki\City_of_Mandaluyong_Science_High_School.html,413,208,ong_Science_High_Scho
wiki\City_of_Mandaluyong_Science_High_School.html,414,216,egory:Science_high_sc
wiki\City_of_Mandaluyong_Science_High_School.html,414,273,egory:Science high sc
wiki\City_of_Mandaluyong_Science_High_School.html,414,314,"ines"">Science high sc"
wiki\City_of_Mandaluyong_Science_High_School.html,414,390,egory:Science_high_sc
wiki\City_of_Mandaluyong_Science_High_School.html,414,444,egory:Science high sc
wiki\City_of_Mandaluyong_Science_High_School.html,414,482,"nila"">Science high sc"
wiki\City_of_Mandaluyong_Science_High_School.html,424,449,ng+Science+High+Schoo
wiki\City_of_Mandaluyong_Science_High_School.html,424,679,ng+Science+High+Schoo
wiki\City_of_Mandaluyong_Science_High_School.html,430,97,"ce_High_School""  titl"
wiki\City_of_Mandaluyong_Science_High_School.html,431,79,"ce_High_School""  titl"
wiki\City_of_Mandaluyong_Science_High_School.html,449,90,"ce_High_School"" >Read"
wiki\City_of_Mandaluyong_Science_High_School.html,450,86,ce_High_School&amp;ac
wiki\City_of_Mandaluyong_Science_High_School.html,451,109,ce_High_School&amp;ac
wiki\City_of_Mandaluyong_Science_High_School.html,497,88,ong_Science_High_Scho
wiki\City_of_Mandaluyong_Science_High_School.html,497,319,ong_Science_High_Scho
wiki\City_of_Mandaluyong_Science_High_School.html,497,779,ong_Science_High_Scho
wiki\City_of_Mandaluyong_Science_High_School.html,497,959,ong_Science_High_Scho
wiki\City_of_Mandaluyong_Science_High_School.html,497,1312,ong_Science_High_Scho
wiki\City_of_Mandaluyong_Science_High_School.html,505,132,ong+Science+High+Scho
wiki\City_of_Mandaluyong_Science_High_School.html,505,312,ong+Science+High+Scho
wiki\City_of_Mandaluyong_Science_High_School.html,505,365,ong+Science+High+Scho
wiki\City_of_Mandaluyong_Science_High_School.html,505,516,ong_Science_High_Scho
wiki\City_of_Mandaluyong_Science_High_School.html,531,113,cience_High_School&am
wiki\Claire_Danes.html,110,628,"f_Applied_Science"" cl"
wiki\Claire_Danes.html,110,685,"f Applied Science"">As"
wiki\Claire_Danes.html,110,715,f Applied Science</a>
wiki\Clinton_Engineer_Works.html,643,673,"istory_of_Science"" cl"
wiki\Clinton_Engineer_Works.html,643,727,"istory of Science"">Hi"
wiki\Clinton_Engineer_Works.html,643,747,istory of Science por
wiki\Corporation_(university).html,161,775,School_of_Science_and
wiki\Corporation_(university).html,161,853,School of Science and
wiki\Corporation_(university).html,161,904,School of Science and
wiki\Cortile_del_Belvedere.html,323,41,"cademy_of_Sciences"" t"
wiki\Cortile_del_Belvedere.html,323,80,"cademy of Sciences"">A"
wiki\Cortile_del_Belvedere.html,323,101,cademy of Sciences</a
wiki\Coup_d27C3A9tat.html,506,510,Political Science</i>
wiki\Coup_d27C3A9tat.html,506,1426,Political+Science&amp
wiki\Coup_d27C3A9tat.html,509,386,and Peace Science</i>
wiki\Coup_d27C3A9tat.html,509,1302,and+Peace+Science&amp
wiki\Coup_d27C3A9tat.html,539,330,ttp://www.sciencedire
wiki\Coup_d27C3A9tat.html,539,348,irect.com/science/art
wiki\Coup_d27C3A9tat.html,539,952,%2F%2Fwww.sciencedire
wiki\Coup_d27C3A9tat.html,539,972,ect.com%2Fscience%2Fa
wiki\Crabeating_frog.html,128,423,"oological_Science"" ti"
wiki\Crabeating_frog.html,128,450,"oological Science"">Zo"
wiki\Crabeating_frog.html,128,470,oological Science</a>
wiki\Crabeating_frog.html,128,1191,oological+Science&amp
wiki\David_Jesson.html,57,46,"<a href=""#Science_edu"
wiki\David_Jesson.html,57,122,"""toctext"">Science edu"
wiki\David_Jesson.html,79,34,"line"" id=""Science_edu"
wiki\David_Jesson.html,79,53,"ducation"">Science edu"
wiki\David_Jesson.html,79,244, section: Science edu
wiki\David_Jesson.html,80,107, separate science cou
wiki\David_Jesson.html,96,258,ue-tables-science.htm
wiki\Derek_Acorah.html,107,720,Brainiac:_Science_Abu
wiki\Derek_Acorah.html,107,752,Brainiac: Science Abu
wiki\Derek_Acorah.html,107,777,Brainiac: Science Abu
wiki\De_La_Salle_University_E28093_DasmariC3B1as.html,160,82,"nication, Science and"
wiki\De_La_Salle_University_E28093_DasmariC3B1as.html,164,519,Political Science stu
wiki\De_La_Salle_University_E28093_DasmariC3B1as.html,165,144,versity's science bui
wiki\De_La_Salle_University_E28093_DasmariC3B1as.html,165,430,onders of science par
wiki\De_La_Salle_University_E28093_DasmariC3B1as.html,169,18,ollege of Science (CO
wiki\De_La_Salle_University_E28093_DasmariC3B1as.html,169,100,"iological Sciences, P"
wiki\De_La_Salle_University_E28093_DasmariC3B1as.html,169,119," Physical Sciences, C"
wiki\De_La_Salle_University_E28093_DasmariC3B1as.html,216,103,"fields of science, ed"
wiki\De_La_Salle_University_E28093_DasmariC3B1as.html,218,230,colleges: Science &am
wiki\De_La_Salle_University_E28093_DasmariC3B1as.html,482,38,le_Health_Sciences_In
wiki\De_La_Salle_University_E28093_DasmariC3B1as.html,482,84,le Health Sciences In
wiki\De_La_Salle_University_E28093_DasmariC3B1as.html,482,123,le Health Sciences In
wiki\De_La_Salle_University_E28093_DasmariC3B1as.html,641,38,le_Health_Sciences_In
wiki\De_La_Salle_University_E28093_DasmariC3B1as.html,641,84,le Health Sciences In
wiki\De_La_Salle_University_E28093_DasmariC3B1as.html,641,111,"e"">Health Sciences</a"
wiki\De_La_Salle_University_E28093_DasmariC3B1as.html,801,38,le_Health_Sciences_In
wiki\De_La_Salle_University_E28093_DasmariC3B1as.html,801,84,le Health Sciences In
wiki\De_La_Salle_University_E28093_DasmariC3B1as.html,801,123,le Health Sciences In
wiki\De_La_Salle_University_E28093_DasmariC3B1as.html,805,39,ollege_of_Science_and
wiki\De_La_Salle_University_E28093_DasmariC3B1as.html,805,90,ollege of Science and
wiki\De_La_Salle_University_E28093_DasmariC3B1as.html,805,134,ollege of Science and
wiki\Diplacus_aurantiacus.html,187,335,cademy of Sciences.</
wiki\East_Down_(Northern_Ireland_Parliament_constituency).html,233,40,political_science#Pol
wiki\East_Down_(Northern_Ireland_Parliament_constituency).html,233,96,"political science"">Ot"
wiki\Embraer_Unidade_GaviC3A3o_Peixoto_Airport.html,455,29,Brazilian_science_and
wiki\Embraer_Unidade_GaviC3A3o_Peixoto_Airport.html,455,70,Brazilian science and
wiki\Embraer_Unidade_GaviC3A3o_Peixoto_Airport.html,455,94,"chnology"">Science and"
wiki\Embraer_Unidade_GaviC3A3o_Peixoto_Airport.html,520,29,Brazilian_science_fic
wiki\Embraer_Unidade_GaviC3A3o_Peixoto_Airport.html,520,63,Brazilian science fic
wiki\Embraer_Unidade_GaviC3A3o_Peixoto_Airport.html,520,80," fiction"">Science fic"
wiki\Exploratorium_(film).html,6,644,"lms about science"",""D"
wiki\Exploratorium_(film).html,6,723,"culture"",""Science doc"
wiki\Exploratorium_(film).html,76,265,orium</a> science mus
wiki\Exploratorium_(film).html,94,26,ki/File:P_Science.png
wiki\Exploratorium_(film).html,94,133,mb/8/88/P_Science.png
wiki\Exploratorium_(film).html,94,152,ng/40px-P_Science.png
wiki\Exploratorium_(film).html,94,250,mb/8/88/P_Science.png
wiki\Exploratorium_(film).html,94,269,ng/60px-P_Science.png
wiki\Exploratorium_(film).html,94,341,mb/8/88/P_Science.png
wiki\Exploratorium_(film).html,94,360,ng/80px-P_Science.png
wiki\Exploratorium_(film).html,157,1044,"about_science"" title="
wiki\Exploratorium_(film).html,157,1093,"about science"">Docume"
wiki\Exploratorium_(film).html,157,1126,about science</a></li
wiki\Exploratorium_(film).html,157,1473,egory:Science_documen
wiki\Exploratorium_(film).html,157,1521,egory:Science documen
wiki\Exploratorium_(film).html,157,1553,"tubs"">Science documen"
wiki\Eyes_Galaxies.html,206,320,opedia of Science.</c
wiki\Eyes_Galaxies.html,206,625,opedia+of+Science&amp
wiki\Gardenbased_learning.html,85,306,"literacy"">science lit"
wiki\Gardenbased_learning.html,102,109,higher on science ach
wiki\Gardenbased_learning.html,102,333,p improve science ach
wiki\Gardenbased_learning.html,129,55,ularly in science and
wiki\Gardenbased_learning.html,137,25,e art and science of 
wiki\Gardenbased_learning.html,175,138,"ment, and science</li"
wiki\Gardenbased_learning.html,185,42, Life Lab Science Pro
